"key";"form";"instruction";"en";"nl";"af";"sq";"am";"ar";"hy";"as";"az";"eu";"be";"bn";"bs";"bg";"my";"ca";"zh";"hr";"cs";"da";"et";"fo";"fi";"fr";"gl";"ka";"de";"el";"gu";"he";"hi";"hu";"is";"id";"ga";"it";"ja";"kn";"kk";"km";"ko";"lo";"lv";"lt";"mk";"ms";"ml";"mr";"mn";"ne";"no";"or";"fa";"pl";"pt";"pa";"ro";"ru";"sr";"si";"sk";"sl";"es";"sw";"sv";"ta";"te";"th";"bo";"tr";"uk";"ur";"ug";"uz";"vi";"cy";"zu"
"premium.feature.noAds.title";"";"On the premium screen: a title, badge or button. Aim for 30 characters or fewer.";"No ads";"Geen advertenties";"Geen advertensies";"Pa reklama";"ማስታወቂያ የለም";"بلا إعلانات";"Առանց գովազդի";"বিজ্ঞাপন নাই";"Reklamsız";"Iragarkirik gabe";"Без рэкламы";"বিজ্ঞাপন নেই";"Bez oglasa";"Без реклами";"ကြော်ငြာမရှိ";"Sense anuncis";"无广告";"Bez oglasa";"Bez reklam";"Ingen reklamer";"Reklaamideta";"Eingar lýsingar";"Ei mainoksia";"Sans publicité";"Sen anuncios";"რეკლამის გარეშე";"Keine Werbung";"Χωρίς διαφημίσεις";"જાહેરાતો નહીં";"ללא פרסומות";"कोई विज्ञापन नहीं";"Nincsenek reklámok";"Engar auglýsingar";"Tanpa iklan";"Gan fógraí";"Niente pubblicità";"広告なし";"ಜಾಹೀರಾತುಗಳಿಲ್ಲ";"Жарнамасыз";"គ្មានពាណិជ្ជកម្ម";"광고 없음";"ບໍ່ມີໂຄສະນາ";"Bez reklāmām";"Be reklamų";"Без реклами";"Tiada iklan";"പരസ്യങ്ങളില്ല";"जाहिराती नाहीत";"Зар сурталчилгаагүй";"विज्ञापन छैन";"Ingen reklame";"ବିଜ୍ଞାପନ ନାହିଁ";"بدون تبلیغ";"Bez reklam";"Sem anúncios";"ਕੋਈ ਇਸ਼ਤਿਹਾਰ ਨਹੀਂ";"Fără reclame";"Без рекламы";"Bez oglasa";"දැන්වීම් නැහැ";"Bez reklám";"Brez oglasov";"Sin anuncios";"Hakuna matangazo";"Spela helt utan avbrott.";"விளம்பரங்கள் இல்லை";"ప్రకటనలు లేవు";"ไม่มีโฆษณา";"ཁྱབ་བསྒྲགས་མེད།";"Reklamsız";"Без реклами";"اشتہارات نہیں";"ئېلان يوق";"Reklamasiz";"Không quảng cáo";"Dim hysbysebion";"Azikho izikhangiso"
"premium.oneTime";"";"On the premium screen: a title, badge or button. Aim for 51 characters or fewer.";"One-time purchase. Yours forever.";"Eenmalige aankoop. Voor altijd van jou.";"Eenmalige aankoop. Vir altyd joune.";"Një blerje e vetme. E jotja përgjithmonë.";"የአንድ ጊዜ ግዢ። ለዘላለም ያንተ።";"شراء مرة واحدة. لك للأبد.";"Մեկանգամյա գնում։ Ընդմիշտ քոնն է։";"এবাৰ কিনিলেই চিৰদিন তোমাৰ।";"Birdəfəlik alış. Həmişə sənindir.";"Ordainketa bakarra. Betiko zurea.";"Адна пакупка. Назаўсёды тваё.";"একবার কিনলেই চিরদিন তোমার।";"Jednokratna kupovina. Zauvijek tvoje.";"Еднократна покупка. Завинаги твое.";"တစ်ကြိမ်ဝယ်၊ အမြဲပိုင်။";"Compra única. Per sempre teu.";"一次购买，永久拥有。";"Jednokratna kupnja. Zauvijek tvoje.";"Jednorázový nákup. Navždy tvé.";"Engangskøb. Dit for altid.";"Ühekordne ost. Jääb sulle igaveseks.";"Eitt eingangsk keyp. Títt í allar ævir.";"Kertaostos. Omistat sen ikuisesti.";"Un seul achat. À toi pour toujours.";"Un único pagamento. Teu para sempre.";"ერთჯერადი შეძენა. სამუდამოდ შენია.";"Einmal kaufen. Für immer deins.";"Μία αγορά. Δικό σου για πάντα.";"એક વખતની ખરીદી. હંમેશા તમારી.";"רכישה חד־פעמית. שלכם לתמיד.";"एक बार खरीदें। हमेशा आपका।";"Egyszeri vásárlás. Örökre a tiéd.";"Eingreiðsla. Þitt að eilífu.";"Sekali beli. Milikmu selamanya.";"Ceannach aonuaire. Is leatsa go deo é.";"Acquisto unico. Tuo per sempre.";"一度買えば、ずっと使えます。";"ಒಮ್ಮೆ ಖರೀದಿ. ಸದಾಕಾಲ ನಿನ್ನದು.";"Бір рет сатып аласың. Мәңгі сенікі.";"ទិញតែម្តង។ ជារបស់អ្នករហូត។";"한 번만 구매하면 영원히 내 것이에요.";"ຊື້ຄັ້ງດຽວ. ເປັນຂອງເຈົ້າຕະຫຼອດໄປ.";"Vienreizējs pirkums. Tavs uz visiem laikiem.";"Vienkartinis pirkinys. Tavo visam laikui.";"Еднократно купување. Твое засекогаш.";"Beli sekali. Milik kamu selamanya.";"ഒറ്റത്തവണ വാങ്ങൽ. എന്നേക്കും നിന്റേത്.";"एकदाच खरेदी. कायम तुझं.";"Нэг удаагийн худалдан авалт. Үүрд чинийх.";"एकपटकको खरिद। सधैं तिम्रो।";"Engangskjøp. Ditt for alltid.";"ଥରେ କିଣ। ସବୁଦିନ ତୁମର।";"یک‌بار بخر، برای همیشه مال تو.";"Kupujesz raz. Masz na zawsze.";"Compra única. Teu para sempre.";"ਇੱਕ ਵਾਰ ਖਰੀਦੋ। ਹਮੇਸ਼ਾ ਤੁਹਾਡਾ।";"O singură plată. Al tău pentru totdeauna.";"Одна покупка. Навсегда твоё.";"Jedna kupovina. Zauvek tvoje.";"එක් වරක් ගන්න. සදහටම ඔබේ.";"Jednorazový nákup. Navždy tvoje.";"Enkratni nakup. Za vedno tvoje.";"Un solo pago. Tuyo para siempre.";"Nunua mara moja. Ni yako milele.";"Engångsköp. Ditt för alltid.";"ஒருமுறை வாங்கினால் என்றென்றும் உன்னுடையது.";"ఒక్కసారి కొనండి. ఎప్పటికీ మీదే.";"ซื้อครั้งเดียว เป็นของเธอตลอดไป";"ཐེངས་གཅིག་ཉོས། གཏན་དུ་ཁྱེད་ཀྱི་ཡིན།";"Tek seferlik satın alma. Sonsuza kadar senin.";"Одна покупка. Назавжди твоє.";"ایک بار خریدیں۔ ہمیشہ آپ کا۔";"بىر قېتىملىق سېتىۋېلىش. مەڭگۈ سىزنىڭ.";"Bir martalik xarid. Abadiy seniki.";"Mua một lần. Dùng mãi mãi.";"Pryniant unwaith. Yn eiddo i ti am byth.";"Kuthengwa kanye. Kungokwakho phakade."
"premium.restore";"";"On the premium screen: a title, badge or button. Aim for 30 characters or fewer.";"Restore purchases";"Aankopen herstellen";"Herstel aankope";"Rikthe blerjet";"ግዢዎችን መልስ";"استعادة المشتريات";"Վերականգնել գնումները";"ক্ৰয় পুনৰুদ্ধাৰ";"Alışları bərpa et";"Berrezarri erosketak";"Аднавіць пакупкі";"কেনাকাটা পুনরুদ্ধার";"Vrati kupovine";"Възстанови покупките";"ဝယ်ယူမှုများ ပြန်ယူရန်";"Restaura les compres";"恢复购买";"Obnovi kupnje";"Obnovit nákupy";"Gendan køb";"Taasta ostud";"Endurheimta keyp";"Palauta ostokset";"Restaurer les achats";"Restaurar compras";"შეძენების აღდგენა";"Käufe wiederherstellen";"Επαναφορά αγορών";"ખરીદીઓ પાછી મેળવો";"שחזור רכישות";"खरीदारी बहाल करें";"Vásárlások visszaállítása";"Endurheimta kaup";"Pulihkan pembelian";"Athchóirigh ceannacháin";"Ripristina acquisti";"購入を復元";"ಖರೀದಿಗಳನ್ನು ಮರುಸ್ಥಾಪಿಸು";"Сатып алуларды қалпына келтіру";"ស្ដារការទិញ";"구매 복원";"ກູ້ຄືນການຊື້";"Atjaunot pirkumus";"Atkurti pirkinius";"Врати ги купувањата";"Pulihkan pembelian";"വാങ്ങലുകൾ പുനഃസ്ഥാപിക്കൂ";"खरेदी पुन्हा मिळवा";"Худалдан авалтыг сэргээх";"खरिद पुनःस्थापना";"Gjenopprett kjøp";"କିଣା ପୁନରୁଦ୍ଧାର";"بازیابی خریدها";"Przywróć zakupy";"Restaurar compras";"ਖਰੀਦਾਂ ਮੁੜ ਲਵੋ";"Restaurează achizițiile";"Восстановить покупки";"Vrati kupovine";"මිලදී ගැනීම් ප්‍රතිස්ථාපනය කරන්න";"Obnoviť nákupy";"Obnovi nakupe";"Restaurar compras";"Rejesha ununuzi";"Återställ köp";"வாங்கியவற்றை மீட்டெடு";"కొనుగోళ్లను పునరుద్ధరించు";"กู้คืนการซื้อ";"ཉོས་པ་སླར་གསོ";"Satın alımları geri yükle";"Відновити покупки";"خریداریاں بحال کریں";"سېتىۋېلىشنى ئەسلىگە كەلتۈر";"Xaridlarni tiklash";"Khôi phục giao dịch mua";"Adfer pryniannau";"Buyisela okuthengiwe"
"premium.start";"";"On the premium screen: a title, badge or button. Aim for 30 characters or fewer.";"Start";"Start";"Begin";"Fillo";"ጀምር";"ابدأ";"Սկսել";"আৰম্ভ";"Başla";"Hasi";"Пачаць";"শুরু";"Počni";"Старт";"စတင်";"Comença";"开始";"Počni";"Začít";"Start";"Alusta";"Byrja";"Aloita";"Commencer";"Comezar";"დაწყება";"Start";"Έναρξη";"શરૂ કરો";"התחלה";"शुरू करें";"Kezdés";"Byrja";"Mulai";"Tosaigh";"Inizia";"スタート";"ಪ್ರಾರಂಭಿಸಿ";"Бастау";"ចាប់ផ្តើម";"시작";"ເລີ່ມ";"Sākt";"Pradėti";"Почни";"Mula";"തുടങ്ങുക";"सुरू करा";"Эхлэх";"सुरु";"Start";"ଆରମ୍ଭ";"شروع";"Start";"Começar";"ਸ਼ੁਰੂ";"Începe";"Начать";"Počni";"අරඹන්න";"Začať";"Začni";"Empezar";"Anza";"Starta";"தொடங்கு";"మొదలు";"เริ่ม";"འགོ་འཛུགས།";"Başla";"Почати";"شروع";"باشلاش";"Boshlash";"Bắt đầu";"Dechrau";"Qala"
"premium.storeUnavailable";"";"On the premium screen: a title, badge or button. Aim for 80 characters or fewer.";"The store is not available right now. Please try again later.";"De winkel is nu niet beschikbaar. Probeer het later opnieuw.";"Die winkel is nie nou beskikbaar nie. Probeer asseblief later weer.";"Dyqani nuk është i disponueshëm tani. Provo përsëri më vonë.";"መደብሩ አሁን አይገኝም። እባክዎ ቆይተው እንደገና ይሞክሩ።";"المتجر غير متاح الآن. حاول لاحقًا.";"Խանութն այժմ հասանելի չէ։ Փորձեք ավելի ուշ։";"এতিয়া ষ্ট’ৰ উপলব্ধ নহয়। পিছত আকৌ চেষ্টা কৰা।";"Mağaza hazırda əlçatan deyil. Sonra yenidən cəhd et.";"Denda ez dago erabilgarri orain. Saiatu berriro geroago.";"Крама зараз недаступная. Паспрабуй пазней.";"স্টোর এখন পাওয়া যাচ্ছে না। পরে আবার চেষ্টা করুন।";"Prodavnica trenutno nije dostupna. Pokušaj ponovo kasnije.";"Магазинът не е достъпен в момента. Опитай пак по-късно.";"စတိုးကို အခုသုံးမရပါ။ နောက်မှ ထပ်ကြိုးစားပါ။";"La botiga no està disponible ara mateix. Torna-ho a provar més tard.";"商店暂时不可用，请稍后再试。";"Trgovina trenutačno nije dostupna. Pokušaj ponovno poslije.";"Obchod teď není dostupný. Zkus to prosím později.";"Butikken er ikke tilgængelig lige nu. Prøv igen senere.";"Pood pole praegu saadaval. Proovi hiljem uuesti.";"Handilin er ikki tøkur beint nú. Royn aftur seinni.";"Kauppa ei ole juuri nyt käytettävissä. Yritä myöhemmin uudelleen.";"La boutique n’est pas disponible pour le moment. Réessaie plus tard.";"A tenda non está dispoñible agora. Téntao de novo máis tarde.";"მაღაზია ახლა მიუწვდომელია. მოგვიანებით სცადე.";"Der Store ist gerade nicht verfügbar. Bitte versuche es später noch einmal.";"Το κατάστημα δεν είναι διαθέσιμο τώρα. Δοκίμασε ξανά αργότερα.";"હમણાં સ્ટોર ઉપલબ્ધ નથી. કૃપા કરીને પછી ફરી પ્રયત્ન કરો.";"החנות אינה זמינה כרגע. נסו שוב מאוחר יותר.";"स्टोर अभी उपलब्ध नहीं है। बाद में फिर कोशिश करें।";"Az áruház most nem érhető el. Próbáld újra később.";"Verslunin er ekki tiltæk núna. Reyndu aftur síðar.";"Toko sedang tidak tersedia. Coba lagi nanti.";"Níl an siopa ar fáil anois. Bain triail eile as ar ball.";"Il negozio non è disponibile ora. Riprova più tardi.";"今はストアを使えません。あとでもう一度お試しください。";"ಅಂಗಡಿ ಈಗ ಲಭ್ಯವಿಲ್ಲ. ನಂತರ ಮತ್ತೆ ಪ್ರಯತ್ನಿಸಿ.";"Дүкен қазір қолжетімсіз. Кейінірек қайталап көр.";"ហាងមិនអាចប្រើបានឥឡូវនេះទេ។ សូមព្យាយាមម្ដងទៀតពេលក្រោយ។";"지금은 스토어를 이용할 수 없어요. 나중에 다시 시도해 주세요.";"ຕອນນີ້ຮ້ານຄ້າບໍ່ພ້ອມ. ກະລຸນາລອງໃໝ່ພາຍຫຼັງ.";"Veikals pašlaik nav pieejams. Lūdzu, mēģini vēlāk.";"Parduotuvė dabar nepasiekiama. Bandyk dar kartą vėliau.";"Продавницата моментално не е достапна. Обиди се повторно подоцна.";"Kedai tidak tersedia sekarang. Cuba lagi nanti.";"സ്റ്റോർ ഇപ്പോൾ ലഭ്യമല്ല. പിന്നീട് വീണ്ടും ശ്രമിക്കൂ.";"स्टोअर सध्या उपलब्ध नाही. कृपया नंतर पुन्हा प्रयत्न करा.";"Дэлгүүр одоогоор ажиллахгүй байна. Дараа дахин оролдоорой.";"अहिले स्टोर उपलब्ध छैन। पछि फेरि प्रयास गर्नुहोस्।";"Butikken er ikke tilgjengelig nå. Prøv igjen senere.";"ଷ୍ଟୋର୍ ଏବେ ଉପଲବ୍ଧ ନାହିଁ। ପରେ ପୁଣି ଚେଷ୍ଟା କର।";"فروشگاه فعلاً در دسترس نیست. بعداً دوباره تلاش کنید.";"Sklep jest teraz niedostępny. Spróbuj ponownie później.";"A loja não está disponível agora. Tenta novamente mais tarde.";"ਸਟੋਰ ਹੁਣ ਉਪਲਬਧ ਨਹੀਂ। ਬਾਅਦ ਵਿੱਚ ਮੁੜ ਕੋਸ਼ਿਸ਼ ਕਰੋ।";"Magazinul nu este disponibil acum. Încearcă din nou mai târziu.";"Магазин сейчас недоступен. Попробуйте позже.";"Prodavnica trenutno nije dostupna. Pokušaj ponovo kasnije.";"වෙළඳසැල දැන් ලබාගත නොහැක. පසුව නැවත උත්සාහ කරන්න.";"Obchod teraz nie je dostupný. Skús to znova neskôr.";"Trgovina trenutno ni na voljo. Poskusi znova pozneje.";"La tienda no está disponible ahora. Inténtalo de nuevo más tarde.";"Duka halipatikani sasa. Tafadhali jaribu tena baadaye.";"Butiken är inte tillgänglig just nu. Försök igen senare.";"கடை இப்போது கிடைக்கவில்லை. பிறகு மீண்டும் முயற்சி செய்.";"స్టోర్ ఇప్పుడు అందుబాటులో లేదు. తర్వాత మళ్లీ ప్రయత్నించండి.";"ขณะนี้ร้านค้าใช้งานไม่ได้ โปรดลองอีกครั้งภายหลัง";"ད་ལྟ་ཚོང་ཁང་སྤྱོད་མི་ཐུབ། རྗེས་སུ་ཡང་བསྐྱར་ཚོད་ལྟ་བྱོས།";"Mağaza şu anda kullanılamıyor. Lütfen daha sonra tekrar dene.";"Магазин зараз недоступний. Спробуй пізніше.";"اس وقت اسٹور دستیاب نہیں۔ بعد میں دوبارہ کوشش کریں۔";"دۇكان ھازىر ئېچىلمايدۇ. كېيىن قايتا سىناڭ.";"Do‘kon hozir ishlamayapti. Keyinroq yana urinib ko‘r.";"Cửa hàng hiện không khả dụng. Vui lòng thử lại sau.";"Nid yw'r siop ar gael ar hyn o bryd. Rho gynnig arall arni nes ymlaen.";"Isitolo asitholakali manje. Sicela uzame futhi kamuva."
"premium.unlock";"";"On the premium screen: a title, badge or button. Aim for 30 characters or fewer.";"Unlock Premium";"Premium ontgrendelen";"Ontsluit Premium";"Zhblloko Premium";"ፕሪሚየምን ክፈት";"فتح المميز";"Բացել Պրեմիումը";"প্ৰিমিয়াম খোলা";"Premium-u aç";"Desblokeatu Premium";"Адкрыць Прэміум";"প্রিমিয়াম আনলক";"Otključaj Premium";"Отключи Премиум";"Premium ဖွင့်ရန်";"Desbloqueja Premium";"解锁高级版";"Otključaj Premium";"Odemknout Premium";"Lås Premium op";"Ava Premium";"Lat Premium upp";"Avaa Premium";"Débloquer Premium";"Desbloquear Premium";"Premium-ის გახსნა";"Premium freischalten";"Ξεκλείδωσε το Premium";"પ્રીમિયમ ખોલો";"פתיחת פרימיום";"प्रीमियम अनलॉक करें";"Prémium feloldása";"Opna Premium";"Buka Premium";"Díghlasáil Préimh";"Sblocca Premium";"プレミアムを購入";"ಪ್ರೀಮಿಯಂ ತೆರೆಯಿರಿ";"Premium-ды ашу";"ដោះសោព្រីមៀម";"프리미엄 열기";"ປົດລັອກພຣີມຽມ";"Atbloķēt Premium";"Atrakinti Premium";"Отклучи Премиум";"Buka Premium";"പ്രീമിയം തുറക്കൂ";"प्रीमियम उघड";"Премиум нээх";"प्रिमियम खोल";"Lås opp Premium";"Premium ଖୋଲ";"باز کردن نسخهٔ ویژه";"Odblokuj Premium";"Desbloquear Premium";"ਪ੍ਰੀਮੀਅਮ ਖੋਲ੍ਹੋ";"Deblochează Premium";"Открыть Премиум";"Otključaj Premium";"ප්‍රීමියම් විවෘත කරන්න";"Odomknúť Premium";"Odkleni Premium";"Desbloquear Premium";"Fungua Premium";"Lås upp Premium";"பிரீமியத்தைத் திற";"ప్రీమియం తెరువు";"ปลดล็อกพรีเมียม";"Premium ཁ་ཕྱེ";"Premium'u aç";"Відкрити Преміум";"پریمیم کھولیں";"Premium نى ئاچ";"Premiumni ochish";"Mở khóa Premium";"Datgloi Premiwm";"Vula i-Premium"
"premium.unlockedWithPremium";"";"On the premium screen: a title, badge or button. Aim for 32 characters or fewer.";"Unlocked with Premium";"Vrijgespeeld met Premium";"Met Premium ontsluit";"U zhbllokua me Premium";"በPremium ተከፍቷል";"تم فتحه مع Premium";"Բացվեց Premium-ով";"Premium-এৰে খোলা হ’ল";"Premium ilə açıldı";"Premium-ekin desblokeatua";"Адкрыта з Premium";"Premium দিয়ে আনলক হয়েছে";"Otključano uz Premium";"Отключено с Premium";"Premium ဖြင့် ဖွင့်ပြီးပြီ";"Desbloquejat amb Premium";"已通过 Premium 解锁";"Otključano uz Premium";"Odemčeno s Premium";"Låst op med Premium";"Premiumiga avatud";"Latið upp við Premium";"Avattu Premiumilla";"Débloqué avec Premium";"Desbloqueado con Premium";"გაიხსნა Premium-ით";"Mit Premium freigeschaltet";"Ξεκλειδώθηκε με Premium";"Premium સાથે ખૂલ્યું";"נפתח עם Premium";"Premium से अनलॉक हुआ";"Premiummal feloldva";"Opnað með Premium";"Terbuka dengan Premium";"Díghlasáilte le Préimh";"Sbloccato con Premium";"プレミアムでアンロック";"Premium ಮೂಲಕ ತೆರೆಯಲಾಗಿದೆ";"Premium арқылы ашылды";"បានដោះសោជាមួយ Premium";"프리미엄으로 잠금 해제";"ປົດລັອກດ້ວຍ Premium";"Atbloķēts ar Premium";"Atrakinta su Premium";"Отклучено со Premium";"Dibuka dengan Premium";"Premium ഉപയോഗിച്ച് തുറന്നു";"Premium ने उघडले";"Premium-аар нээгдсэн";"Premium ले खुल्यो";"Låst opp med Premium";"Premium ସହିତ ଖୋଲିଲା";"با Premium باز شد";"Odblokowano z Premium";"Desbloqueado com Premium";"Premium ਨਾਲ ਅਨਲੌਕ ਹੋਇਆ";"Deblocat cu Premium";"Открыто с Premium";"Otključano uz Premium";"Premium සමඟ විවෘතයි";"Odomknuté s Premium";"Odklenjeno s Premiumom";"Desbloqueado con Premium";"Imefunguliwa kwa Premium";"Upplåst med Premium";"பிரீமியத்தால் திறக்கப்பட்டது";"ప్రీమియంతో తెరుచుకుంది";"ปลดล็อกด้วย Premium";"Premium གྱིས་ཁ་ཕྱེ་ཟིན།";"Premium ile açıldı";"Відкрито з Premium";"Premium کے ساتھ کھلا";"Premium بىلەن ئېچىلدى";"Premium bilan ochildi";"Đã mở khóa bằng Premium";"Wedi’i ddatgloi gyda Premiwm";"Kuvulwe nge-Premium"
"premium.unlockWithPrice %@";"";"On the premium screen: a title, badge or button. Aim for 33 characters or fewer. Keep 1× %@ (text substituted at runtime).";"Unlock Premium · %@";"Premium ontgrendelen · %@";"Ontsluit Premium · %@";"Zhblloko Premium · %@";"ፕሪሚየምን ክፈት · %@";"فتح المميز · %@";"Բացել Պրեմիումը · %@";"প্ৰিমিয়াম খোলা · %@";"Premium-u aç · %@";"Desblokeatu Premium · %@";"Адкрыць Прэміум · %@";"প্রিমিয়াম আনলক · %@";"Otključaj Premium · %@";"Отключи Премиум · %@";"Premium ဖွင့်ရန် · %@";"Desbloqueja Premium · %@";"解锁高级版 · %@";"Otključaj Premium · %@";"Odemknout Premium · %@";"Lås Premium op · %@";"Ava Premium · %@";"Lat Premium upp · %@";"Avaa Premium · %@";"Débloquer Premium · %@";"Desbloquear Premium · %@";"Premium-ის გახსნა · %@";"Premium freischalten · %@";"Ξεκλείδωσε το Premium · %@";"પ્રીમિયમ ખોલો · %@";"פתיחת פרימיום · %@";"प्रीमियम अनलॉक करें · %@";"Prémium feloldása · %@";"Opna Premium · %@";"Buka Premium · %@";"Díghlasáil Préimh · %@";"Sblocca Premium · %@";"プレミアムを購入・%@";"ಪ್ರೀಮಿಯಂ ತೆರೆಯಿರಿ · %@";"Premium-ды ашу · %@";"ដោះសោព្រីមៀម · %@";"프리미엄 열기 · %@";"ປົດລັອກພຣີມຽມ · %@";"Atbloķēt Premium · %@";"Atrakinti Premium · %@";"Отклучи Премиум · %@";"Buka Premium · %@";"പ്രീമിയം തുറക്കൂ · %@";"प्रीमियम उघड · %@";"Премиум нээх · %@";"प्रिमियम खोल · %@";"Lås opp Premium · %@";"Premium ଖୋଲ · %@";"باز کردن نسخهٔ ویژه · %@";"Odblokuj Premium · %@";"Desbloquear Premium · %@";"ਪ੍ਰੀਮੀਅਮ ਖੋਲ੍ਹੋ · %@";"Deblochează Premium · %@";"Открыть Премиум · %@";"Otključaj Premium · %@";"ප්‍රීමියම් විවෘත කරන්න · %@";"Odomknúť Premium · %@";"Odkleni Premium · %@";"Desbloquear Premium · %@";"Fungua Premium · %@";"Lås upp Premium · %@";"பிரீமியத்தைத் திற · %@";"ప్రీమియం తెరువు · %@";"ปลดล็อกพรีเมียม · %@";"Premium ཁ་ཕྱེ · %@";"Premium'u aç · %@";"Відкрити Преміум · %@";"پریمیم کھولیں · %@";"Premium نى ئاچ · %@";"Premiumni ochish · %@";"Mở khóa Premium · %@";"Datgloi Premiwm · %@";"Vula i-Premium · %@"
"result.complete";"";"On the end-of-level card: a title, or a button under it. Aim for 22 characters or fewer.";"Level complete!";"Level afgerond!";"Vlak voltooi!";"Niveli u krye!";"ደረጃው ተጠናቋል!";"اكتمل المستوى!";"Մակարդակն ավարտված է!";"লেভেল শেষ!";"Səviyyə tamamlandı!";"Maila amaituta!";"Узровень пройдзены!";"লেভেল শেষ!";"Nivo završen!";"Нивото е завършено!";"အဆင့်ပြီးပြီ!";"Nivell complet!";"关卡完成！";"Razina gotova!";"Úroveň hotová!";"Niveau klaret!";"Tase läbitud!";"Stigið er liðugt!";"Taso valmis!";"Niveau terminé !";"Nivel completado!";"დონე დასრულებულია!";"Level geschafft!";"Τέλος επιπέδου!";"લેવલ પૂરું!";"השלב הושלם!";"लेवल पूरा!";"Pálya kész!";"Borði lokið!";"Level selesai!";"Leibhéal críochnaithe!";"Livello completato!";"レベルクリア！";"ಹಂತ ಮುಗಿದಿದೆ!";"Деңгей аяқталды!";"លេវែលចប់!";"레벨 완료!";"ຜ່ານດ່ານແລ້ວ!";"Līmenis pabeigts!";"Lygis baigtas!";"Нивото е готово!";"Tahap selesai!";"ലെവൽ പൂർത്തിയായി!";"स्तर पूर्ण!";"Түвшин дууслаа!";"लेभल पूरा!";"Nivå fullført!";"ଲେଭେଲ୍ ସମ୍ପୂର୍ଣ୍ଣ!";"مرحله تمام شد!";"Poziom ukończony!";"Nível concluído!";"ਲੈਵਲ ਪੂਰਾ!";"Nivel terminat!";"Уровень пройден!";"Nivo završen!";"මට්ටම ඉවරයි!";"Úroveň hotová!";"Stopnja končana!";"¡Nivel completado!";"Kiwango kimekamilika!";"Nivån klar!";"நிலை முடிந்தது!";"లెవెల్ పూర్తి!";"ผ่านด่านแล้ว!";"རིམ་པ་ཚར!";"Seviye tamam!";"Рівень пройдено!";"لیول مکمل!";"دەرىجە تامام!";"Bosqich tugadi!";"Hoàn thành màn!";"Lefel wedi’i chwblhau!";"Izinga liphelile!"
"result.stopped";"";"On the end-of-level card: a title, or a button under it. Aim for 22 characters or fewer.";"Paused";"Gepauzeerd";"Gepouseer";"Ndalur";"ቆሟል";"متوقف مؤقتًا";"Դադարեցված";"ৰৈ আছে";"Dayandırılıb";"Pausatuta";"Прыпынена";"থামানো";"Pauzirano";"На пауза";"ခဏရပ်ထားတယ်";"Pausat";"已暂停";"Pauzirano";"Pozastaveno";"Sat på pause";"Pausil";"Steðgað";"Tauolla";"En pause";"En pausa";"შეჩერებულია";"Pausiert";"Σε παύση";"થોભેલું";"מושהה";"रुका हुआ";"Szünetel";"Í bið";"Dijeda";"Ar sos";"In pausa";"一時停止中";"ನಿಲ್ಲಿಸಲಾಗಿದೆ";"Кідіртілді";"បានផ្អាក";"일시정지";"ຢຸດໄວ້";"Apturēts";"Pristabdyta";"Паузирано";"Dijeda";"നിർത്തിവച്ചു";"थांबवले";"Түр зогссон";"रोकिएको";"Pause";"ବିରତିରେ";"متوقف";"Wstrzymano";"Em pausa";"ਰੁਕਿਆ";"În pauză";"Пауза";"Pauzirano";"විරාමයි";"Pozastavené";"Začasno ustavljeno";"En pausa";"Imesitishwa";"Pausad";"நிறுத்தப்பட்டது";"ఆగింది";"พักอยู่";"མཚམས་བཞག";"Duraklatıldı";"Призупинено";"روکا گیا";"توختىتىلدى";"Pauzada";"Tạm dừng";"Wedi oedi";"Kumisiwe"
"settings.character";"";"A row or title in the settings sheet. Aim for 30 characters or fewer.";"Character";"Personage";"Karakter";"Personazhi";"ገጸ ባሕሪ";"الشخصية";"Կերպար";"চৰিত্ৰ";"Personaj";"Pertsonaia";"Герой";"চরিত্র";"Lik";"Герой";"ဇာတ်ကောင်";"Personatge";"角色";"Lik";"Postavička";"Figur";"Tegelane";"Figurur";"Hahmo";"Personnage";"Personaxe";"პერსონაჟი";"Figur";"Χαρακτήρας";"પાત્ર";"דמות";"पात्र";"Figura";"Persóna";"Karakter";"Carachtar";"Personaggio";"キャラクター";"ಪಾತ್ರ";"Кейіпкер";"តួអង្គ";"캐릭터";"ຕົວລະຄອນ";"Tēls";"Veikėjas";"Лик";"Watak";"കഥാപാത്രം";"पात्र";"Дүр";"पात्र";"Figur";"ପାତ୍ର";"شخصیت";"Postać";"Personagem";"ਕਿਰਦਾਰ";"Personaj";"Персонаж";"Lik";"චරිතය";"Postavička";"Junak";"Personaje";"Mhusika";"Figur";"கதாபாத்திரம்";"పాత్ర";"ตัวละคร";"མི་སྣ";"Karakter";"Персонаж";"کردار";"قەھرىمان";"Qahramon";"Nhân vật";"Cymeriad";"Umlingiswa"
